trial_type,trial_index,time_elapsed,internal_node_id,subject,keyPair,subjectOS,subjectBrowser,rt,stimulus,button_pressed,responses,question_order,whichWindow,checkRatingAccuracy,checkKeyYesAccuracy,checkKeyNoAccuracy,key_press,faceList,block,emotionRating,trial,face,model,ethnicity,sex,expression,mask,rateEmotion,personRating,ratePerson,whichQ,ipsos1,ipsos2_0,ipsos2_1,ipsos2_2,ipsos3_0,ipsos3_1,ipsos3_2,ipsos4,ipsos5_0,ipsos5_1,ipsos5_2,IRQ1,IRQ2,IRQ3,IRQ4,IRQ5,IRQ6,IRQ7,IRQ8,IRQ9,IRQ10,IRQ11,IRQ12,IRQ13,IRQ14,IRQ15,IRQ16,attentionCheck,INDCOL1,INDCOL2,INDCOL3,INDCOL4,INDCOL5,INDCOL6,INDCOL7,INDCOL8,INDCOL9,INDCOL10,INDCOL11,INDCOL12,INDCOL13,INDCOL14,AQC1,AQC2,AQC3,AQC4,AQC5,AQC6,AQC7,AQC8,AQC9,AQC10,BFI1,BFI2,BFI3,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI30,BFI31,BFI32,BFI33,BFI34,BFI35,BFI36,BFI37,BFI38,BFI39,BFI40,BFI41,BFI42,BFI43,BFI44,BEQS1,BEQS2,BEQS3,BEQS4,BEQS5,BEQS6,age,gender,ethnicity0,politicalIdeology
pavlovia,0,9,0.0-0.0,hdn2l3df216jykn,0,Windows,Chrome,NA,,NA,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,1,3846,0.0-1.0-0.0,hdn2l3df216jykn,0,Windows,Chrome,3833.7449999526143,<p>Welcome to the experiment! Please click continue to begin.</p>,0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,2,8454,0.0-1.0-1.0,hdn2l3df216jykn,0,Windows,Chrome,3951.924999943003,"<p>On the next screen, you will see a generic consent form approved by Temple University Institutional Review Board. Your consent to that form is required to participate.</p> <p>Please note that the study will actually only last 30 minutes. Please also disregard any references to students.</p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,3,12165,0.0-1.0-2.0,hdn2l3df216jykn,0,Windows,Chrome,3205.3400001022965,"<p><b><u>ONLINE CONSENT FORM (PAGE 1 OF 3)</u></b><p><p><b>Why you are being invited to take part in a research study?</b></p><p>We invite you to partake in this research study to understand how attitudes shape decisions related to attractiveness.</p><p><b>Who can I talk to?</b></p><p>If you have questions, concerns, or complaints, or think the research has hurt you, contact the research team at vinod.venkatraman@temple.edu or call 215-204-8177. Our physical address is Alter Hall A562, 1801 Liacouras Walk, Philadelphia, PA 19122.</p><p>This research has been reviewed and approved by an Institutional Review Board. You may talk to them at (215) 707-3390 or e-mail them at: irb@temple.edu for any of the following:</p><p><ul style='list-style-type:none'><li>Your questions, concerns, or complaints are not being answered by the research team.</li><li>You cannot reach the research team.</li><li>You want to talk to someone besides the research team.</li><li>You have questions about your rights as a research subject.</li><li>You want to get information or provide input about this research.</li></ul><p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,4,15325,0.0-1.0-3.0,hdn2l3df216jykn,0,Windows,Chrome,2651.494999881834,"<p><b><u>ONLINE CONSENT FORM (PAGE 2 OF 3)</u></b><p><p><b>Why are we doing this research?</b></p><p>The purpose of the research is to better understand how different attitudes shape people's behavior and decision preferences.</p><p><b>How long will the research last?</b></p><p>Your participation in this study will last for one session with the duration of no longer than 1 hour.</p><p><b>What happens if I say yes, I want to be in this research?</b></p><p>After your consent to participate, you will be asked to indicate your preferences in a series of trials. The specific details and instructions for the task will be communicated by the experimenter prior to the start of the study. Please follow these instructions to the best of your ability. There will be attention checks throughout the study to ensure that you are paying attention and the data collected is valid.</p><p>We will also collect basic demographics from you such as income, education, purchasing behavior, political and altruistic attitudes, and decision-making behavior (such as sensitivity to risk). Remember that all the decisions and choices that you make during this study are your own opinions and preferences. There are no right or wrong answers. Please answer honestly and to the best of your abilities. Participating in this study is no more risky than using an everyday computer.</p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,5,19806,0.0-1.0-4.0,hdn2l3df216jykn,0,Windows,Chrome,3963.759999955073,"<p><b><u>ONLINE CONSENT FORM (PAGE 3 OF 3)</u></b><p><p><b>What happens if I say no, I do not want to be in this research?</b></p><p>You may decide not to take part in the research and it will not be held against you. It will in no way affect your relationship with the study investigators.</p><p><b>What happens if I say yes, but I change my mind later?</b></p><p>If you agree to take part in the research, you can stop at any time, and it will not be held against you. Withdrawal from study or failure to participate will not have any academic consequences to you if you are a student. Furthermore, if you are a student, there are no risks to your student career.</p><p><b>What happens to the information we collect?</b></p><p>Efforts will be made to limit the disclosure of your personal information, including research study records, to people who have a need to review this information. However, the study team cannot promise complete secrecy. For example, although the study team has put in safeguards to protect your information, there is always a potential risk of loss of confidentiality. Temple University IRB may inspect and copy your information to make sure that the study team is following the rules and regulations regarding research and the protection of human subjects.</p><p><b>Stipend/Reimbursement</b></p><p>If you agree to take part in this research, you will be compensated through the survey panel (e.g., mTurk, Qualtrics, SONA) through which you registered, after you complete the survey. However, you should have been informed about the estimated duration and exact compensation prior to registering for the study on the corresponding online forum. If not, you may discontinue at this point.</p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,6,22925,0.0-1.0-5.0,hdn2l3df216jykn,0,Windows,Chrome,2607.2999997995794,"<p>By clicking <b>'Continue'</b> below, you <b>consent</b> to participating in this research.</p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,7,25524,0.0-2.0-0.0,hdn2l3df216jykn,0,Windows,Chrome,2094.980000052601,"<p>In the first part of the experiment, you will view a series of faces and rate whether or not each face looks angry, disgusted, fearful, happy, sad, or surprised.</p><p>Sometimes you may be able to see the entire face. Other times you may only be able to see the top or the bottom half of the face.</p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,8,27421,0.0-2.0-1.0,hdn2l3df216jykn,0,Windows,Chrome,1381.3000000081956,"<p>Before viewing each face, you will briefly see a + sign display in the center of the screen.</p><p>You will then see a face appear and you will press one of two keys to indicate whether or not the face is showing a certain emotion.</p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,9,29522,0.0-2.0-2.0,hdn2l3df216jykn,0,Windows,Chrome,1591.5949998889118,"<p>Please respond as quickly and accurately as possible when you see each face appear.</p><p>Once the computer has logged your response, the face will disappear and you will see the next + sign display.</p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
