trial_type,trial_index,time_elapsed,internal_node_id,subject,keyPair,subjectOS,subjectBrowser,rt,stimulus,button_pressed,responses,question_order,whichWindow,checkRatingAccuracy,checkKeyYesAccuracy,checkKeyNoAccuracy,key_press,faceList,block,emotionRating,trial,face,model,ethnicity,sex,expression,mask,rateEmotion,personRating,ratePerson,whichQ,ipsos1,ipsos2_0,ipsos3_0,ipsos4,ipsos5_0,AQC1,AQC2,AQC3,AQC4,AQC5,AQC6,AQC7,AQC8,AQC9,AQC10,IRQ1,IRQ2,IRQ3,IRQ4,IRQ5,IRQ6,IRQ7,IRQ8,IRQ9,IRQ10,IRQ11,IRQ12,IRQ13,IRQ14,IRQ15,IRQ16,attentionCheck,BEQS1,BEQS2,BEQS3,BEQS4,BEQS5,BEQS6,BFI1,BFI2,BFI3,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI30,BFI31,BFI32,BFI33,BFI34,BFI35,BFI36,BFI37,BFI38,BFI39,BFI40,BFI41,BFI42,BFI43,BFI44,INDCOL1,INDCOL2,INDCOL3,INDCOL4,INDCOL5,INDCOL6,INDCOL7,INDCOL8,INDCOL9,INDCOL10,INDCOL11,INDCOL12,INDCOL13,INDCOL14,age,gender,ethnicity0,politicalIdeology
pavlovia,0,26,0.0-0.0,buqm38thbsvmvk3,0,Windows,Firefox,NA,,NA,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,1,2899,0.0-1.0-0.0,buqm38thbsvmvk3,0,Windows,Firefox,2869,<p>Welcome to the experiment! Please click continue to begin.</p>,0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,2,10919,0.0-1.0-1.0,buqm38thbsvmvk3,0,Windows,Firefox,7499,"<p>On the next screen, you will see a generic consent form approved by Temple University Institutional Review Board. Your consent to that form is required to participate.</p> <p>Please note that the study will actually only last 30 minutes. Please also disregard any references to students.</p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,3,22421,0.0-1.0-2.0,buqm38thbsvmvk3,0,Windows,Firefox,10992,"<p><b><u>ONLINE CONSENT FORM (PAGE 1 OF 3)</u></b><p><p><b>Why you are being invited to take part in a research study?</b></p><p>We invite you to partake in this research study to understand how attitudes shape decisions related to attractiveness.</p><p><b>Who can I talk to?</b></p><p>If you have questions, concerns, or complaints, or think the research has hurt you, contact the research team at vinod.venkatraman@temple.edu or call 215-204-8177. Our physical address is Alter Hall A562, 1801 Liacouras Walk, Philadelphia, PA 19122.</p><p>This research has been reviewed and approved by an Institutional Review Board. You may talk to them at (215) 707-3390 or e-mail them at: irb@temple.edu for any of the following:</p><p><ul style='list-style-type:none'><li>Your questions, concerns, or complaints are not being answered by the research team.</li><li>You cannot reach the research team.</li><li>You want to talk to someone besides the research team.</li><li>You have questions about your rights as a research subject.</li><li>You want to get information or provide input about this research.</li></ul><p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,4,65181,0.0-1.0-3.0,buqm38thbsvmvk3,0,Windows,Firefox,42242,"<p><b><u>ONLINE CONSENT FORM (PAGE 2 OF 3)</u></b><p><p><b>Why are we doing this research?</b></p><p>The purpose of the research is to better understand how different attitudes shape people's behavior and decision preferences.</p><p><b>How long will the research last?</b></p><p>Your participation in this study will last for one session with the duration of no longer than 1 hour.</p><p><b>What happens if I say yes, I want to be in this research?</b></p><p>After your consent to participate, you will be asked to indicate your preferences in a series of trials. The specific details and instructions for the task will be communicated by the experimenter prior to the start of the study. Please follow these instructions to the best of your ability. There will be attention checks throughout the study to ensure that you are paying attention and the data collected is valid.</p><p>We will also collect basic demographics from you such as income, education, purchasing behavior, political and altruistic attitudes, and decision-making behavior (such as sensitivity to risk). Remember that all the decisions and choices that you make during this study are your own opinions and preferences. There are no right or wrong answers. Please answer honestly and to the best of your abilities. Participating in this study is no more risky than using an everyday computer.</p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,5,70750,0.0-1.0-4.0,buqm38thbsvmvk3,0,Windows,Firefox,5051,"<p><b><u>ONLINE CONSENT FORM (PAGE 3 OF 3)</u></b><p><p><b>What happens if I say no, I do not want to be in this research?</b></p><p>You may decide not to take part in the research and it will not be held against you. It will in no way affect your relationship with the study investigators.</p><p><b>What happens if I say yes, but I change my mind later?</b></p><p>If you agree to take part in the research, you can stop at any time, and it will not be held against you. Withdrawal from study or failure to participate will not have any academic consequences to you if you are a student. Furthermore, if you are a student, there are no risks to your student career.</p><p><b>What happens to the information we collect?</b></p><p>Efforts will be made to limit the disclosure of your personal information, including research study records, to people who have a need to review this information. However, the study team cannot promise complete secrecy. For example, although the study team has put in safeguards to protect your information, there is always a potential risk of loss of confidentiality. Temple University IRB may inspect and copy your information to make sure that the study team is following the rules and regulations regarding research and the protection of human subjects.</p><p><b>Stipend/Reimbursement</b></p><p>If you agree to take part in this research, you will be compensated through the survey panel (e.g., mTurk, Qualtrics, SONA) through which you registered, after you complete the survey. However, you should have been informed about the estimated duration and exact compensation prior to registering for the study on the corresponding online forum. If not, you may discontinue at this point.</p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,6,72837,0.0-1.0-5.0,buqm38thbsvmvk3,0,Windows,Firefox,1578,"<p>By clicking <b>'Continue'</b> below, you <b>consent</b> to participating in this research.</p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,7,84009,0.0-2.0-0.0,buqm38thbsvmvk3,0,Windows,Firefox,10670,"<p>In the first part of the experiment, you will view a series of faces and rate whether or not each face looks angry, disgusted, fearful, happy, sad, or surprised.</p><p>Sometimes you may be able to see the entire face. Other times you may only be able to see the top or the bottom half of the face.</p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,8,92413,0.0-2.0-1.0,buqm38thbsvmvk3,0,Windows,Firefox,7884,"<p>Before viewing each face, you will briefly see a + sign display in the center of the screen.</p><p>You will then see a face appear and you will press one of two keys to indicate whether or not the face is showing a certain emotion.</p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,9,97389,0.0-2.0-2.0,buqm38thbsvmvk3,0,Windows,Firefox,4461,"<p>Please respond as quickly and accurately as possible when you see each face appear.</p><p>Once the computer has logged your response, the face will disappear and you will see the next + sign display.</p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,10,104879,0.0-2.0-3.0,buqm38thbsvmvk3,0,Windows,Firefox,6971,<p>You will complete six rounds of the task and each round will last about 2-3 minutes.</p><p>Please click continue when you are ready to begin.</p>,0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-button-response,11,123870,0.0-3.0-0.0,buqm38thbsvmvk3,0,Windows,Firefox,18480,"<p>This round, you will rate whether each face looks <b>surprised</b> or not.</p><p>If the face looks <b>surprised</b>, press the letter <b>P</b>. If the face does <b>NOT</b> look surprised, press the letter <b>Q</b>.</p><p>Please respond as quickly and accurately as possible when you see each face appear.</p><p>Click continue when you are ready to start this round.</p>",0,,,,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
survey-multi-choice,12,131080,0.0-3.0-1.0,buqm38thbsvmvk3,0,Windows,Firefox,6689,,NA,"{""CheckEmotionRating"":""surprised""}",[0],instructionChecks,TRUE,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
survey-html-form,13,155805,0.0-3.0-2.0,buqm38thbsvmvk3,0,Windows,Firefox,24208,,NA,"{""checkKeyYes"":""P"",""checkKeyNo"":""Q""}",,instructionChecks,NA,TRUE,TRUE,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-keyboard-response,14,157318,0.0-4.0-0.0,buqm38thbsvmvk3,0,Windows,Firefox,NA,+,NA,,,fixation,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
image-keyboard-response,15,158589,0.0-4.0-1.0,buqm38thbsvmvk3,0,Windows,Firefox,1269,_faces/BM17_H_X.jpg,NA,,,emotionRatingFaceWindow,NA,NA,NA,80,2,0,surprised,0,BM17_H_X,BM17,B,M,H,X,1,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-keyboard-response,16,159592,0.0-4.0-0.1,buqm38thbsvmvk3,0,Windows,Firefox,NA,+,NA,,,fixation,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
image-keyboard-response,17,161962,0.0-4.0-1.1,buqm38thbsvmvk3,0,Windows,Firefox,2368,_faces/HF09_A_L.jpg,NA,,,emotionRatingFaceWindow,NA,NA,NA,80,2,0,surprised,1,HF09_A_L,HF09,H,F,A,L,1,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-keyboard-response,18,162978,0.0-4.0-0.2,buqm38thbsvmvk3,0,Windows,Firefox,NA,+,NA,,,fixation,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
image-keyboard-response,19,164379,0.0-4.0-1.2,buqm38thbsvmvk3,0,Windows,Firefox,1400,_faces/WF02_H_L.jpg,NA,,,emotionRatingFaceWindow,NA,NA,NA,81,2,0,surprised,2,WF02_H_L,WF02,W,F,H,L,0,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-keyboard-response,20,165388,0.0-4.0-0.3,buqm38thbsvmvk3,0,Windows,Firefox,NA,+,NA,,,fixation,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
image-keyboard-response,21,166640,0.0-4.0-1.3,buqm38thbsvmvk3,0,Windows,Firefox,1250,_faces/HF04_R_U.jpg,NA,,,emotionRatingFaceWindow,NA,NA,NA,80,2,0,surprised,3,HF04_R_U,HF04,H,F,R,U,1,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-keyboard-response,22,167658,0.0-4.0-0.4,buqm38thbsvmvk3,0,Windows,Firefox,NA,+,NA,,,fixation,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
image-keyboard-response,23,168842,0.0-4.0-1.4,buqm38thbsvmvk3,0,Windows,Firefox,1183,_faces/HF05_S_U.jpg,NA,,,emotionRatingFaceWindow,NA,NA,NA,81,2,0,surprised,4,HF05_S_U,HF05,H,F,S,U,0,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-keyboard-response,24,169847,0.0-4.0-0.5,buqm38thbsvmvk3,0,Windows,Firefox,NA,+,NA,,,fixation,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
image-keyboard-response,25,170890,0.0-4.0-1.5,buqm38thbsvmvk3,0,Windows,Firefox,1041,_faces/AF09_F_L.jpg,NA,,,emotionRatingFaceWindow,NA,NA,NA,81,2,0,surprised,5,AF09_F_L,AF09,A,F,F,L,0,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
html-keyboard-response,26,171908,0.0-4.0-0.6,buqm38thbsvmvk3,0,Windows,Firefox,NA,+,NA,,,fixation,NA,NA,NA,NA,NA,NA,,NA,,,,,,,NA,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
image-keyboard-response,27,172959,0.0-4.0-1.6,buqm38thbsvmvk3,0,Windows,Firefox,1049,_faces/HM09_F_U.jpg,NA,,,emotionRatingFaceWindow,NA,NA,NA,81,2,0,surprised,6,HM09_F_U,HM09,H,M,F,U,0,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
